ACCRUAL Consolidado (BRL + FX);;;;;;;;;;;;;;;;;;;;;;;;;
Contrato: LOAN-1762377607291-5zWy-N;Período: 2025-01-07 → 2026-07-09;Moeda: USD;FX Contrato: 6.076400;Status: ATIVO;Apuração: 2025-01-07 → 2026-07-09;Base Juros: 30/360 · Capitalização Composta;Normas IFRS/CPC: CPC 02 · CPC 08 · CPC 48 · IAS 21 · IFRS 9;Diretriz: USD Loan → BRL (Accrual IFRS / CPC 02);Layout: Layout Padrão (default-v2);;;;;;;;;;;;;;;;
2025-11-23;1;0,00019049;1747473,355;332,8742;102094,949;1747806,229;10618347,09;2022,68;620369,79;10620369,77;6,0764;10618347,09;2022,68;577059,02;10620369,77;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-24;1;0,00019049;1747806,229;332,9376;102427,8866;1748139,167;10620369,77;2023,06;622392,85;10622392,83;6,0764;10620369,77;2023,06;579082,08;10622392,83;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-25;1;0,00019049;1748139,167;333,001;102760,8876;1748472,168;10622392,83;2023,45;624416,3;10624416,28;6,0764;10622392,83;2023,45;581105,53;10624416,28;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-26;1;0,00019049;1748472,168;333,0644;103093,952;1748805,232;10624416,28;2023,83;626440,13;10626440,11;6,0764;10624416,28;2023,83;583129,36;10626440,11;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-27;1;0,00019049;1748805,232;333,1279;103427,0799;1749138,36;10626440,11;2024,22;628464,35;10628464,33;6,0764;10626440,11;2024,22;585153,58;10628464,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-28;1;0,00019049;1749138,36;333,1913;103760,2712;1749471,551;10628464,33;2024,6;630488,95;10630488,93;6,0764;10628464,33;2024,6;587178,18;10630488,93;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-29;1;0,00019049;1749471,551;333,2548;104093,526;1749804,806;10630488,93;2024,99;632513,94;10632513,92;6,0764;10630488,93;2024,99;589203,17;10632513,92;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-11-30;1;0,00019049;1749804,806;333,3183;104426,8443;1750138,124;10632513,92;2025,38;634539,32;10634539,3;6,0764;10632513,92;2025,38;591228,55;10634539,3;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-01;1;0,00019049;1750138,124;333,3818;104760,2261;1750471,506;10634539,3;2025,76;636565,08;10636565,06;6,0764;10634539,3;2025,76;593254,31;10636565,06;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-02;1;0,00019049;1750471,506;333,4453;105093,6714;1750804,951;10636565,06;2026,15;638591,23;10638591,21;6,0764;10636565,06;2026,15;595280,46;10638591,21;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-03;1;0,00019049;1750804,951;333,5088;105427,1802;1751138,46;10638591,21;2026,53;640617,76;10640617,74;6,0764;10638591,21;2026,53;597306,99;10640617,74;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-04;1;0,00019049;1751138,46;333,5723;105760,7525;1751472,033;10640617,74;2026,92;642644,68;10642644,66;6,0764;10640617,74;2026,92;599333,91;10642644,66;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-05;1;0,00019049;1751472,033;333,6359;106094,3884;1751805,668;10642644,66;2027,31;644671,99;10644671,96;6,0764;10642644,66;2027,31;601361,22;10644671,96;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-06;1;0,00019049;1751805,668;333,6994;106428,0878;1752139,368;10644671,96;2027,69;646699,68;10646699,65;6,0764;10644671,96;2027,69;603388,91;10646699,65;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-07;1;0,00019049;1752139,368;333,763;106761,8508;1752473,131;10646699,65;2028,08;648727,76;10648727,73;6,0764;10646699,65;2028,08;605416,99;10648727,73;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-08;1;0,00019049;1752473,131;333,8266;107095,6774;1752806,957;10648727,73;2028,46;650756,22;10650756,2;6,0764;10648727,73;2028,46;607445,45;10650756,2;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-09;1;0,00019049;1752806,957;333,8901;107429,5675;1753140,848;10650756,2;2028,85;652785,07;10652785,05;6,0764;10650756,2;2028,85;609474,3;10652785,05;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-10;1;0,00019049;1753140,848;333,9538;107763,5213;1753474,801;10652785,05;2029,24;654814,31;10654814,28;6,0764;10652785,05;2029,24;611503,54;10654814,28;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-11;1;0,00019049;1753474,801;334,0174;108097,5387;1753808,819;10654814,28;2029,62;656843,93;10656843,91;6,0764;10654814,28;2029,62;613533,16;10656843,91;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-12;1;0,00019049;1753808,819;334,081;108431,6197;1754142,9;10656843,91;2030,01;658873,94;10658873,92;6,0764;10656843,91;2030,01;615563,17;10658873,92;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-13;1;0,00019049;1754142,9;334,1446;108765,7643;1754477,044;10658873,92;2030,4;660904,34;10660904,31;6,0764;10658873,92;2030,4;617593,57;10660904,31;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-14;1;0,00019049;1754477,044;334,2083;109099,9726;1754811,253;10660904,31;2030,78;662935,12;10662935,1;6,0764;10660904,31;2030,78;619624,35;10662935,1;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-15;1;0,00019049;1754811,253;334,2719;109434,2445;1755145,525;10662935,1;2031,17;664966,29;10664966,27;6,0764;10662935,1;2031,17;621655,52;10664966,27;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-16;1;0,00019049;1755145,525;334,3356;109768,5801;1755479,86;10664966,27;2031,56;666997,85;10666997,82;6,0764;10664966,27;2031,56;623687,08;10666997,82;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-17;1;0,00019049;1755479,86;334,3993;110102,9794;1755814,259;10666997,82;2031,94;669029,79;10669029,77;6,0764;10666997,82;2031,94;625719,02;10669029,77;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-18;1;0,00019049;1755814,259;334,463;110437,4424;1756148,722;10669029,77;2032,33;671062,12;10671062,1;6,0764;10669029,77;2032,33;627751,35;10671062,1;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-19;1;0,00019049;1756148,722;334,5267;110771,9691;1756483,249;10671062,1;2032,72;673094,84;10673094,81;6,0764;10671062,1;2032,72;629784,07;10673094,81;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-20;1;0,00019049;1756483,249;334,5904;111106,5595;1756817,84;10673094,81;2033,11;675127,95;10675127,92;6,0764;10673094,81;2033,11;631817,18;10675127,92;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-21;1;0,00019049;1756817,84;334,6542;111441,2137;1757152,494;10675127,92;2033,49;677161,44;10677161,41;6,0764;10675127,92;2033,49;633850,67;10677161,41;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-22;1;0,00019049;1757152,494;334,7179;111775,9316;1757487,212;10677161,41;2033,88;679195,32;10679195,29;6,0764;10677161,41;2033,88;635884,55;10679195,29;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-23;1;0,00019049;1757487,212;334,7817;112110,7133;1757821,993;10679195,29;2034,27;681229,59;10681229,56;6,0764;10679195,29;2034,27;637918,82;10681229,56;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-24;1;0,00019049;1757821,993;334,8455;112445,5588;1758156,839;10681229,56;2034,66;683264,25;10683264,22;6,0764;10681229,56;2034,66;639953,48;10683264,22;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-25;1;0,00019049;1758156,839;334,9092;112780,468;1758491,748;10683264,22;2035,04;685299,29;10685299,26;6,0764;10683264,22;2035,04;641988,52;10685299,26;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-26;1;0,00019049;1758491,748;334,973;113115,441;1758826,721;10685299,26;2035,43;687334,72;10687334,69;6,0764;10685299,26;2035,43;644023,95;10687334,69;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-27;1;0,00019049;1758826,721;335,0368;113450,4778;1759161,758;10687334,69;2035,82;689370,54;10689370,51;6,0764;10687334,69;2035,82;646059,77;10689370,51;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-28;1;0,00019049;1759161,758;335,1007;113785,5785;1759496,859;10689370,51;2036,21;691406,75;10691406,71;6,0764;10689370,51;2036,21;648095,98;10691406,71;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-29;1;0,00019049;1759496,859;335,1645;114120,743;1759832,023;10691406,71;2036,59;693443,34;10693443,3;6,0764;10691406,71;2036,59;650132,57;10693443,3;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-30;1;0,00019049;1759832,023;335,2283;114455,9713;1760167,251;10693443,3;2036,98;695480,32;10695480,29;6,0764;10693443,3;2036,98;652169,55;10695480,29;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2025-12-31;1;0,00019049;1760167,251;335,2922;114791,2635;1760502,544;10695480,29;2037,37;697517,69;10697517,66;6,0764;10695480,29;2037,37;654206,92;10697517,66;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-01;0;0;1760502,544;0;114791,2635;1760502,544;10697517,66;0;697517,69;10697517,66;6,0764;10697517,66;0;654206,92;10697517,66;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-02;1;0,00019049;1760502,544;335,3561;115126,6196;1760837,9;10697517,66;2037,76;699555,45;10699555,41;6,0764;10697517,66;2037,76;656244,68;10699555,41;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-03;1;0,00019049;1760837,9;335,42;115462,0396;1761173,32;10699555,41;2038,15;701593,6;10701593,56;6,0764;10699555,41;2038,15;658282,83;10701593,56;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-04;1;0,00019049;1761173,32;335,4838;115797,5234;1761508,803;10701593,56;2038,53;703632,13;10703632,09;6,0764;10701593,56;2038,53;660321,36;10703632,09;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-05;1;0,00019049;1761508,803;335,5478;116133,0712;1761844,351;10703632,09;2038,92;705671,05;10705671,02;6,0764;10703632,09;2038,92;662360,28;10705671,02;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-06;1;0,00019049;1761844,351;335,6117;116468,6829;1762179,963;10705671,02;2039,31;707710,36;10707710,33;6,0764;10705671,02;2039,31;664399,59;10707710,33;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-07;1;0,00019049;1762179,963;335,6756;116804,3585;1762515,639;10707710,33;2039,7;709750,06;10709750,03;6,0764;10707710,33;2039,7;666439,29;10709750,03;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-08;1;0,00019049;1762515,639;335,7395;117140,098;1762851,378;10709750,03;2040,09;711790,15;10711790,11;6,0764;10709750,03;2040,09;668479,38;10711790,11;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-09;1;0,00019049;1762851,378;335,8035;117475,9015;1763187,182;10711790,11;2040,48;713830,63;10713830,59;6,0764;10711790,11;2040,48;670519,86;10713830,59;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-10;1;0,00019049;1763187,182;335,8675;117811,769;1763523,049;10713830,59;2040,87;715871,5;10715871,45;6,0764;10713830,59;2040,87;672560,73;10715871,45;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-11;1;0,00019049;1763523,049;335,9314;118147,7004;1763858,98;10715871,45;2041,25;717912,75;10717912,71;6,0764;10715871,45;2041,25;674601,98;10717912,71;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-12;1;0,00019049;1763858,98;335,9954;118483,6958;1764194,976;10717912,71;2041,64;719954,39;10719954,35;6,0764;10717912,71;2041,64;676643,62;10719954,35;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-13;1;0,00019049;1764194,976;336,0594;118819,7552;1764531,035;10719954,35;2042,03;721996,42;10721996,38;6,0764;10719954,35;2042,03;678685,65;10721996,38;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-14;1;0,00019049;1764531,035;336,1235;119155,8787;1764867,159;10721996,38;2042,42;724038,84;10724038,8;6,0764;10721996,38;2042,42;680728,07;10724038,8;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-15;1;0,00019049;1764867,159;336,1875;119492,0662;1765203,346;10724038,8;2042,81;726081,65;10726081,61;6,0764;10724038,8;2042,81;682770,88;10726081,61;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-16;1;0,00019049;1765203,346;336,2515;119828,3177;1765539,598;10726081,61;2043,2;728124,85;10728124,81;6,0764;10726081,61;2043,2;684814,08;10728124,81;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-17;1;0,00019049;1765539,598;336,3156;120164,6333;1765875,913;10728124,81;2043,59;730168,44;10730168,4;6,0764;10728124,81;2043,59;686857,67;10730168,4;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-18;1;0,00019049;1765875,913;336,3796;120501,0129;1766212,293;10730168,4;2043,98;732212,42;10732212,38;6,0764;10730168,4;2043,98;688901,65;10732212,38;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-19;1;0,00019049;1766212,293;336,4437;120837,4566;1766548,737;10732212,38;2044,37;734256,79;10734256,74;6,0764;10732212,38;2044,37;690946,02;10734256,74;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-20;1;0,00019049;1766548,737;336,5078;121173,9644;1766885,244;10734256,74;2044,76;736301,55;10736301,5;6,0764;10734256,74;2044,76;692990,78;10736301,5;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-21;1;0,00019049;1766885,244;336,5719;121510,5363;1767221,816;10736301,5;2045,15;738346,7;10738346,64;6,0764;10736301,5;2045,15;695035,93;10738346,64;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-22;1;0,00019049;1767221,816;336,636;121847,1723;1767558,452;10738346,64;2045,53;740392,23;10740392,18;6,0764;10738346,64;2045,53;697081,46;10740392,18;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-23;1;0,00019049;1767558,452;336,7001;122183,8724;1767895,152;10740392,18;2045,92;742438,15;10742438,1;6,0764;10740392,18;2045,92;699127,38;10742438,1;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-24;1;0,00019049;1767895,152;336,7643;122520,6367;1768231,917;10742438,1;2046,31;744484,46;10744484,42;6,0764;10742438,1;2046,31;701173,69;10744484,42;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-25;1;0,00019049;1768231,917;336,8284;122857,4651;1768568,745;10744484,42;2046,7;746531,16;10746531,12;6,0764;10744484,42;2046,7;703220,39;10746531,12;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-26;1;0,00019049;1768568,745;336,8926;123194,3577;1768905,638;10746531,12;2047,09;748578,25;10748578,22;6,0764;10746531,12;2047,09;705267,48;10748578,22;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-27;1;0,00019049;1768905,638;336,9568;123531,3145;1769242,595;10748578,22;2047,48;750625,73;10750625,7;6,0764;10748578,22;2047,48;707314,96;10750625,7;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-28;1;0,00019049;1769242,595;337,021;123868,3355;1769579,616;10750625,7;2047,87;752673,6;10752673,58;6,0764;10750625,7;2047,87;709362,83;10752673,58;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-29;1;0,00019049;1769579,616;337,0852;124205,4207;1769916,701;10752673,58;2048,26;754721,86;10754721,84;6,0764;10752673,58;2048,26;711411,09;10754721,84;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-30;1;0,00019049;1769916,701;337,1494;124542,5701;1770253,85;10754721,84;2048,65;756770,51;10756770,49;6,0764;10754721,84;2048,65;713459,74;10756770,49;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-01-31;1;0,00019049;1770253,85;337,2136;124879,7837;1770591,064;10756770,49;2049,04;758819,55;10758819,54;6,0764;10756770,49;2049,04;715508,78;10758819,54;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-01;0;0;1770591,064;0;124879,7837;1770591,064;10758819,54;0;758819,55;10758819,54;6,0764;10758819,54;0;715508,78;10758819,54;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-02;1;0,00019049;1770591,064;337,2778;125217,0615;1770928,342;10758819,54;2049,43;760868,98;10760868,97;6,0764;10758819,54;2049,43;717558,21;10760868,97;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-03;1;0,00019049;1770928,342;337,3421;125554,4036;1771265,684;10760868,97;2049,83;762918,81;10762918,8;6,0764;10760868,97;2049,83;719608,04;10762918,8;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-04;1;0,00019049;1771265,684;337,4063;125891,8099;1771603,09;10762918,8;2050,22;764969,03;10764969,02;6,0764;10762918,8;2050,22;721658,26;10764969,02;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-05;1;0,00019049;1771603,09;337,4706;126229,2805;1771940,561;10764969,02;2050,61;767019,64;10767019,62;6,0764;10764969,02;2050,61;723708,87;10767019,62;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-06;1;0,00019049;1771940,561;337,5349;126566,8154;1772278,095;10767019,62;2051;769070,64;10769070,62;6,0764;10767019,62;2051;725759,87;10769070,62;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-07;1;0,00019049;1772278,095;337,5992;126904,4146;1772615,695;10769070,62;2051,39;771122,03;10771122,01;6,0764;10769070,62;2051,39;727811,26;10771122,01;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-08;1;0,00019049;1772615,695;337,6635;127242,0781;1772953,358;10771122,01;2051,78;773173,81;10773173,79;6,0764;10771122,01;2051,78;729863,04;10773173,79;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-09;1;0,00019049;1772953,358;337,7278;127579,8059;1773291,086;10773173,79;2052,17;775225,98;10775225,95;6,0764;10773173,79;2052,17;731915,21;10775225,95;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-10;1;0,00019049;1773291,086;337,7921;127917,598;1773628,878;10775225,95;2052,56;777278,54;10777278,51;6,0764;10775225,95;2052,56;733967,77;10777278,51;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-11;1;0,00019049;1773628,878;337,8565;128255,4545;1773966,735;10777278,51;2052,95;779331,49;10779331,47;6,0764;10777278,51;2052,95;736020,72;10779331,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-12;1;0,00019049;1773966,735;337,9208;128593,3753;1774304,655;10779331,47;2053,34;781384,83;10781384,81;6,0764;10779331,47;2053,34;738074,06;10781384,81;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-13;1;0,00019049;1774304,655;337,9852;128931,3605;1774642,641;10781384,81;2053,73;783438,56;10783438,54;6,0764;10781384,81;2053,73;740127,79;10783438,54;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-14;1;0,00019049;1774642,641;338,0496;129269,4101;1774980,69;10783438,54;2054,12;785492,68;10785492,67;6,0764;10783438,54;2054,12;742181,91;10785492,67;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-15;1;0,00019049;1774980,69;338,114;129607,5241;1775318,804;10785492,67;2054,52;787547,2;10787547,18;6,0764;10785492,67;2054,52;744236,43;10787547,18;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-16;1;0,00019049;1775318,804;338,1784;129945,7025;1775656,983;10787547,18;2054,91;789602,11;10789602,09;6,0764;10787547,18;2054,91;746291,34;10789602,09;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-17;1;0,00019049;1775656,983;338,2428;130283,9453;1775995,225;10789602,09;2055,3;791657,41;10791657,39;6,0764;10789602,09;2055,3;748346,64;10791657,39;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-18;1;0,00019049;1775995,225;338,3073;130622,2526;1776333,533;10791657,39;2055,69;793713,1;10793713,08;6,0764;10791657,39;2055,69;750402,33;10793713,08;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-19;1;0,00019049;1776333,533;338,3717;130960,6243;1776671,904;10793713,08;2056,08;795769,18;10795769,16;6,0764;10793713,08;2056,08;752458,41;10795769,16;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-20;1;0,00019049;1776671,904;338,4362;131299,0605;1777010,341;10795769,16;2056,47;797825,65;10797825,63;6,0764;10795769,16;2056,47;754514,88;10797825,63;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-21;1;0,00019049;1777010,341;338,5006;131637,5611;1777348,841;10797825,63;2056,87;799882,52;10799882,5;6,0764;10797825,63;2056,87;756571,75;10799882,5;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-22;1;0,00019049;1777348,841;338,5651;131976,1262;1777687,406;10799882,5;2057,26;801939,78;10801939,76;6,0764;10799882,5;2057,26;758629,01;10801939,76;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-23;1;0,00019049;1777687,406;338,6296;132314,7558;1778026,036;10801939,76;2057,65;803997,43;10803997,4;6,0764;10801939,76;2057,65;760686,66;10803997,4;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-24;1;0,00019049;1778026,036;338,6941;132653,4499;1778364,73;10803997,4;2058,04;806055,47;10806055,44;6,0764;10803997,4;2058,04;762744,7;10806055,44;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-25;1;0,00019049;1778364,73;338,7586;132992,2085;1778703,489;10806055,44;2058,43;808113,9;10808113,88;6,0764;10806055,44;2058,43;764803,13;10808113,88;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-26;1;0,00019049;1778703,489;338,8231;133331,0316;1779042,312;10808113,88;2058,82;810172,72;10810172,7;6,0764;10808113,88;2058,82;766861,95;10810172,7;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-27;1;0,00019049;1779042,312;338,8877;133669,9193;1779381,199;10810172,7;2059,22;812231,94;10812231,92;6,0764;10810172,7;2059,22;768921,17;10812231,92;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-02-28;1;0,00019049;1779381,199;338,9522;134008,8715;1779720,152;10812231,92;2059,61;814291,55;10814291,53;6,0764;10812231,92;2059,61;770980,78;10814291,53;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-01;3;0,00057158;1779720,152;1017,2442;135026,1157;1780737,396;10814291,53;6181,18;820472,73;10820472,71;6,0764;10814291,53;6181,18;777161,96;10820472,71;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-02;1;0,00019049;1780737,396;339,2106;135365,3263;1781076,606;10820472,71;2061,18;822533,91;10822533,89;6,0764;10820472,71;2061,18;779223,14;10822533,89;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-03;1;0,00019049;1781076,606;339,2752;135704,6015;1781415,882;10822533,89;2061,57;824595,48;10824595,46;6,0764;10822533,89;2061,57;781284,71;10824595,46;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-04;1;0,00019049;1781415,882;339,3398;136043,9413;1781755,221;10824595,46;2061,96;826657,44;10826657,43;6,0764;10824595,46;2061,96;783346,67;10826657,43;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-05;1;0,00019049;1781755,221;339,4045;136383,3458;1782094,626;10826657,43;2062,36;828719,8;10828719,78;6,0764;10826657,43;2062,36;785409,03;10828719,78;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-06;1;0,00019049;1782094,626;339,4691;136722,8149;1782434,095;10828719,78;2062,75;830782,55;10830782,53;6,0764;10828719,78;2062,75;787471,78;10830782,53;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-07;1;0,00019049;1782434,095;339,5338;137062,3487;1782773,629;10830782,53;2063,14;832845,69;10832845,68;6,0764;10830782,53;2063,14;789534,92;10832845,68;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-08;1;0,00019049;1782773,629;339,5985;137401,9472;1783113,227;10832845,68;2063,54;834909,23;10834909,21;6,0764;10832845,68;2063,54;791598,46;10834909,21;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-09;1;0,00019049;1783113,227;339,6632;137741,6104;1783452,89;10834909,21;2063,93;836973,16;10836973,14;6,0764;10834909,21;2063,93;793662,39;10836973,14;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-10;1;0,00019049;1783452,89;339,7279;138081,3383;1783792,618;10836973,14;2064,32;839037,48;10839037,47;6,0764;10836973,14;2064,32;795726,71;10839037,47;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-11;1;0,00019049;1783792,618;339,7926;138421,1309;1784132,411;10839037,47;2064,72;841102,2;10841102,18;6,0764;10839037,47;2064,72;797791,43;10841102,18;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-12;1;0,00019049;1784132,411;339,8573;138760,9882;1784472,268;10841102,18;2065,11;843167,31;10843167,29;6,0764;10841102,18;2065,11;799856,54;10843167,29;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-13;1;0,00019049;1784472,268;339,922;139100,9102;1784812,19;10843167,29;2065,5;845232,81;10845232,79;6,0764;10843167,29;2065,5;801922,04;10845232,79;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-14;1;0,00019049;1784812,19;339,9868;139440,897;1785152,177;10845232,79;2065,9;847298,71;10847298,69;6,0764;10845232,79;2065,9;803987,94;10847298,69;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-15;1;0,00019049;1785152,177;340,0516;139780,9486;1785492,229;10847298,69;2066,29;849365;10849364,98;6,0764;10847298,69;2066,29;806054,23;10849364,98;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-16;1;0,00019049;1785492,229;340,1163;140121,0649;1785832,345;10849364,98;2066,68;851431,68;10851431,66;6,0764;10849364,98;2066,68;808120,91;10851431,66;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-17;1;0,00019049;1785832,345;340,1811;140461,246;1786172,526;10851431,66;2067,08;853498,76;10853498,74;6,0764;10851431,66;2067,08;810187,99;10853498,74;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
2026-03-18;1;0,00019049;1786172,526;340,2459;140801,4919;1786512,772;10853498,74;2067,47;855566,23;10855566,21;6,0764;10853498,74;2067,47;812255,46;10855566,21;6,0764;Contrato (PTAX indisponível);0;0;0;0;;;;
